timestamp,route_name,url,method,response_time_ms,status_code,success
2025-09-22T03:18:33.972305,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-22&outDate=2015-04-23&lat=38.071999999999996&lon=-122.147,GET,52.249796921387315,200,True
2025-09-22T03:18:34.067654,recommend,http://192.5.87.25:30001/recommendations?require=rate&lat=38.105&lon=-122.1,GET,37.118351785466075,200,True
2025-09-22T03:18:34.298073,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-22&outDate=2015-04-23&lat=37.821&lon=-121.981,GET,24.788601091131568,200,True
2025-09-22T03:18:34.470048,recommend,http://192.5.87.25:30001/recommendations?require=price&lat=37.913&lon=-122.012,GET,23.753539193421602,200,True
2025-09-22T03:18:34.513337,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-17&outDate=2015-04-18&lat=38.129&lon=-122.135,GET,34.847154980525374,200,True
2025-09-22T03:18:34.727728,recommend,http://192.5.87.25:30001/recommendations?require=price&lat=37.906&lon=-122.013,GET,32.429708167910576,200,True
2025-09-22T03:18:34.877045,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-16&outDate=2015-04-23&lat=37.815&lon=-122.078,GET,6.750897970050573,200,True
2025-09-22T03:18:35.021118,recommend,http://192.5.87.25:30001/recommendations?require=rate&lat=38.016999999999996&lon=-121.93299999999999,GET,22.43322809226811,200,True
2025-09-22T03:18:35.060421,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-12&outDate=2015-04-18&lat=37.954&lon=-121.961,GET,6.5307889599353075,200,True
2025-09-22T03:18:35.129680,recommend,http://192.5.87.25:30001/recommendations?require=dis&lat=38.241&lon=-121.92699999999999,GET,23.13262806273997,200,True
2025-09-22T03:18:35.205123,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-22&outDate=2015-04-23&lat=37.957&lon=-121.985,GET,22.603671066462994,200,True
2025-09-22T03:18:35.244405,recommend,http://192.5.87.25:30001/recommendations?require=dis&lat=38.001&lon=-122.108,GET,32.98233984969556,200,True
2025-09-22T03:18:35.327958,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-14&outDate=2015-04-22&lat=37.96&lon=-122.22,GET,39.346334990113974,200,True
2025-09-22T03:18:35.476229,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-22&outDate=2015-04-23&lat=37.882999999999996&lon=-122.128,GET,50.88766198605299,200,True
2025-09-22T03:18:35.700305,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-22&outDate=2015-04-23&lat=37.861&lon=-122.21,GET,34.46619911119342,200,True
2025-09-22T03:18:35.823691,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-12&outDate=2015-04-23&lat=37.812&lon=-122.197,GET,20.129738841205835,200,True
2025-09-22T03:18:35.926988,recommend,http://192.5.87.25:30001/recommendations?require=rate&lat=38.172&lon=-122.114,GET,25.721008889377117,200,True
2025-09-22T03:18:35.940598,recommend,http://192.5.87.25:30001/recommendations?require=dis&lat=37.826&lon=-122.114,GET,17.313285963609815,200,True
2025-09-22T03:18:35.954104,recommend,http://192.5.87.25:30001/recommendations?require=price&lat=38.01&lon=-122.05499999999999,GET,25.09948005899787,200,True
2025-09-22T03:18:36.008118,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-13&outDate=2015-04-18&lat=37.969&lon=-122.163,GET,21.5217350050807,200,True
2025-09-22T03:18:36.015412,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-09&outDate=2015-04-24&lat=37.823&lon=-122.143,GET,21.156153175979853,200,True
2025-09-22T03:18:36.047645,recommend,http://192.5.87.25:30001/recommendations?require=price&lat=38.232&lon=-121.954,GET,4.47154208086431,200,True
2025-09-22T03:18:36.082882,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-23&outDate=2015-04-24&lat=37.827999999999996&lon=-121.945,GET,18.064948031678796,200,True
2025-09-22T03:18:36.086111,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-23&outDate=2015-04-24&lat=38.225&lon=-122.087,GET,24.51384998857975,200,True
2025-09-22T03:18:36.096319,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-13&outDate=2015-04-23&lat=38.16&lon=-121.971,GET,44.28260796703398,200,True
2025-09-22T03:18:36.216869,recommend,http://192.5.87.25:30001/recommendations?require=price&lat=38.021&lon=-122.085,GET,4.4385448563843966,200,True
2025-09-22T03:18:36.320807,search_hotel,http://192.5.87.25:30001/hotels?inDate=2015-04-11&outDate=2015-04-13&lat=38.012&lon=-122.116,GET,34.26296799443662,200,True
